User ID,Transaction ID,Transaction Hash,Created At,Status,From Wallet Address,To Wallet Address,Token Name,Amount Normalized,Network,Direction
96e399ba-d781-49fd-a775-b4907f6b3a72,0xd4ad76c9b788cbb63ae4df0976eb427f9402ea449349a307290605d9f095c24a,0x668b0e52728202f62249ab762d0890462f27d6fdd96cce94434cbf9d2fb86772,2025-09-24T16:53:08.059,mined,0x8206cecc0eede8c1f85ac1a1115ee42aa145befe,0xc3599317edf035c40e8cc689cee0cdf904034aa4,Mexico,3,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x65680727085a94217a9ad5327c24706c574c5a0194fee4fcef3674fcb6d5e335,0x6953315933f1a17dcd42cc1ac39de7a47009903911077033ed460970a4eaef9a,2025-09-10T03:23:33.486,mined,0x2cfc85d8e48f8eab294be644d9e25c3030863003,0xc3599317edf035c40e8cc689cee0cdf904034aa4,Worldcoin,0.1,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0xc4eff6c7166743aff10e5bfd35d1656cd8d15ec71284219e044a096a6c6ac715,0xa4ce8a5a5d7456706cc3d46c7c48b9161755aacc73668496abcf1742bd05f524,2025-10-01T13:58:28.213,mined,null,0xc3599317edf035c40e8cc689cee0cdf904034aa4,AxoloGOLD,1,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x2d9b33a8d7e60f57ffded6c4a0da37447d917fcb08783ede1bc3bb7ee3bd2c1f,0x519c6cbadfcd4a6fd8fd5100b6a05bb62e172823a780ebcb7a9d79c074ec6a5e,2025-09-10T02:03:52.380,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0xc3599317edf035c40e8cc689cee0cdf904034aa4,null,0,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x0cf439433b6145f47fe474a764f5694063e79c418b462f44ca9af84838b20713,0xb55b91f22641f7e958e427f8768552f008adf1483c1d10ce1546e57d85fcec91,2025-09-10T02:10:39.620,mined,0x0000000000000000000000000000000000000000,0xc3599317edf035c40e8cc689cee0cdf904034aa4,PUF,10,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x11c6cf3ed52732df6e5aee8c8c5abadcc8d4438ec310e9f15ee6756a3a7bf036,0x7e7b0afbb0c7bf6ab03c94b3806443c2ff496960574a9786ca9b5a7aaec43a4b,2025-09-10T09:05:03.488,mined,0x5470aefbac2ac629efc2fa15d58b3c8cba53430d,0xc3599317edf035c40e8cc689cee0cdf904034aa4,Mexican Terminator ,1,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x86c234e71f0410ab01bb574111268d85f3cc7fedaf16cab0d7608679aa42a638,0x6f43f7941d77fd92daf8a950b8d68dc9f9d657a71125148edff311f8ccd3ab22,2025-09-23T16:19:11.894,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0xc3599317edf035c40e8cc689cee0cdf904034aa4,null,0,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x25a2d80cdc640b891d30fcee6661d8e56f3159947c704e71f66bf3e4feba9ad4,0x1d5bdf0141ce78389bda84ba8441c18cd3860222ba5e92e7dfc6e956c972f39b,2025-09-23T15:23:50.250,mined,0x0000000000000000000000000000000000000000,0xc3599317edf035c40e8cc689cee0cdf904034aa4,CASH,1,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0xa2a69d9e2d04660bc2acb9c61ba9f63ef24d9e9fb4c68182715e6577ab693662,0x3599c03da19cf29d20d5312807ae51033c4c93f378e98fe7f384cf6deb96fad9,2025-09-23T15:34:05.697,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0xc3599317edf035c40e8cc689cee0cdf904034aa4,null,0,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x6d53803d73cd28da0f7665d58610bdad63995a42c68ae5257550bf31b51a2943,0x728bc177e08de90d74302e9459e1f51c154d79118b4577849acd4ba370e9c55b,2025-09-23T15:53:40.693,mined,null,0xc3599317edf035c40e8cc689cee0cdf904034aa4,AION,1,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x87fb1e094062c84e6b4c0c4b677d1a37fb1c9b0a58d1ead7d593c8e846f9d79e,0xb8f455ec15c7601c37c579e62e20f3fdb2b3cade66963e964085582918cce75a,2025-09-23T16:14:22.227,mined,0x0000000000000000000000000000000000000000,0xc3599317edf035c40e8cc689cee0cdf904034aa4,World Gold,49,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0xf06f87a788fa9f9e3eb1d62e579250d4813e0a30bb5c89dc14cd0897790da7fe,0xbaea9b09f4e7bc779ec5570d584d1ed8c0bdb07f93408056cf4f3eb2b1cc2a86,2025-09-18T10:08:10.542,mined,0x5692df7db2d2e478711126543780c34ac9047a3a,0xc3599317edf035c40e8cc689cee0cdf904034aa4,Loot,10,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x86c234e71f0410ab01bb574111268d85f3cc7fedaf16cab0d7608679aa42a638,0x6f43f7941d77fd92daf8a950b8d68dc9f9d657a71125148edff311f8ccd3ab22,2025-09-23T16:19:11.894,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0xc3599317edf035c40e8cc689cee0cdf904034aa4,null,0,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,0xa6277b31bad3f96c5f82256bef2b7e8dcaa398ab926583e0a7c3d735ea3d7954,0x896696340bd8d6cef4854855a380b691d1e0dfdfd4ff5f317b56dafe5036f520,2025-10-01T09:59:22.627,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0x0000000000000000000000000000000000000000,Re7 WLD,0.9865876244,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,0xab9d2a20529bee8f775de267d231c933017ba134de27a7ee70ee5ab3e745ba5a,0xdfc4d0d620c8b40e87940cfabbb34b766bcca0a32e04b2fd167b57154c3117f0,2025-09-22T22:26:40.752,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0x0000000000001ff3684f28c67538d4d072c22734,ANI,13.6154650659,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,0x17eb94e6d0329f6cfc0f0b62efd0f69e937557ab50eea021831dc75b80345181,0xdf1604103c5ec3769a1d81e224729d66c5cab856430313c5a41c696c05978b01,2025-09-10T02:39:14.877,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0x0000000000000000000000000000000000000000,Worldcoin,0.7157115478,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,6de82750-f02c-4504-b2fd-8f1f497dff69,0x73e42a728854b502ce018a28a8f832a074de9fb799bf0e3dbdaac7e85aabd0e6,2025-08-15T10:20:23.045,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0xc3599317edf035c40e8cc689cee0cdf904034aa4,Worldcoin,25,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x941a9dbcec6cd8a0a633017a767f248dd8a3057080a96abf1024239013d7a458,0x9d0f9d0eee0212471b49a704d058f7ecbd7b8dcead8f97390056112f28f6f35c,2025-09-18T10:05:11.274,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0xc3599317edf035c40e8cc689cee0cdf904034aa4,null,0,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0xea525e756f203f3d8eee2279d76aa6a44df77a1a1bf514faa62c301847d1eee4,0xdf684bf11aeaeaa4392c5fe743073b0128be7764fe9fc89800d2319f79e4effd,2025-09-18T09:55:25.702,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0xc3599317edf035c40e8cc689cee0cdf904034aa4,null,0,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x65cee9438692870c3996039af6744bbc7545eeb0015f5a882e423fdc4f9b25cc,0x3550836458e8f0431653ef596846a08909c8013d0d2f533c3ba95eee0f616d17,2025-09-18T10:09:08.459,mined,0x5692df7db2d2e478711126543780c34ac9047a3a,0xc3599317edf035c40e8cc689cee0cdf904034aa4,Loot,10,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0xc0865687826f14051160abf027bcd5e696435928cef02a895f4e24f97d2ed58e,0x43aa7915f68a11861f160ae39efa0d720308e63618a68ad7b418ffce595e54a4,2025-09-18T10:44:39.854,mined,0x0000000000000000000000000000000000000000,0xc3599317edf035c40e8cc689cee0cdf904034aa4,Baby Otter,2,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x745145969e897c37da33c75cd4a9420a20ac079fb07a2a8c6e8cfdd1012ba6aa,0x0a4cf9050cf47c0da21dcd8b2949adb724cbb625b9887ae7469bd2440274c180,2025-09-18T10:08:38.269,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0xc3599317edf035c40e8cc689cee0cdf904034aa4,null,0,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x351b08fb7774c3870cdfaeeef8b6e2ec4e1147565777839a374c3c60beedc891,0xc8e4f0573ba0070bc4f8c3b3d89f443a49500160d755021b2187ca549e19a621,2025-09-18T09:28:15.968,mined,0x000000000022d473030f116ddee9f6b43ac78ba3,0xc3599317edf035c40e8cc689cee0cdf904034aa4,USDC,4.1,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0xde9b9d8df4605fad59d9b3f2377d264a2e159fb23e1a44da229dd15e370b5c4a,0x1a8f4454e09d3a321f81e7b7097c31cf85393baaba4b4b77746b5bdfc411a758,2025-09-05T19:18:23.489,mined,0x0000000000000000000000000000000000000000,0xc3599317edf035c40e8cc689cee0cdf904034aa4,PUF,10,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x298e6ad589aa80b3d3df814f5a5248517f0cfc9ed7b47d6d34a5caa33b260277,0x0b6eda125709273be79531bccc26fa6823653ffbf0ec44f04905cb6105f99021,2025-09-05T19:08:00.917,mined,0x0000000000000000000000000000000000000000,0xc3599317edf035c40e8cc689cee0cdf904034aa4,Common Egg,1,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x8fc0cd7165b96a0d4d9b192a2c50e23851b4328530cb9e87b6fa616870eba470,0xb3db9770f61e9f9119a9ab18d7b6978865785b4d86db9397cf02c8b50ace4e52,2025-09-05T19:17:19.546,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0xc3599317edf035c40e8cc689cee0cdf904034aa4,null,0,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x940548e451e0a92a955e3d8a0db2406a766c872fa18efbc157baa2696a909a9d,0xba76388aef84928a51c59ef704724add5d4e8cf4ded7a28a5932d1ed55071c49,2025-09-05T19:14:23.822,mined,0x2ba918fec90ca7aac5753a2551593470815866e6,0xc3599317edf035c40e8cc689cee0cdf904034aa4,Diamante,0.0575,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x0b4637bd44b68679a70325e27382d27f871f84758ab3bc1d65e2bd762c23d37e,0x47905ddf2b00f172ec02428ea839de1158f2b99ddf65b59ed596763f27230596,2025-09-05T19:19:20.482,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0xc3599317edf035c40e8cc689cee0cdf904034aa4,null,0,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x898a405be74f829b1f23afce67150fa71c3c21179508630d4867a7c1464a01a9,0x37ea22f5e474e9b177c71e9e611f436246ff0f7aeaedf73bb3bcb12ca56b62f3,2025-09-05T19:15:17.524,mined,0x2cfc85d8e48f8eab294be644d9e25c3030863003,0xc3599317edf035c40e8cc689cee0cdf904034aa4,Worldcoin,0.0019145618,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x758919a6ee81d441b7fceb0d5fa98f31aec120cff9f41f0985b9f4611548f8e2,0x844ab9dae2c483b0a5c399a5bfabb57277fff091f217898950f06e7dfb7bb933,2025-09-30T06:08:07.320,mined,0x2cfc85d8e48f8eab294be644d9e25c3030863003,0xc3599317edf035c40e8cc689cee0cdf904034aa4,Worldcoin,0.001,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x941a9dbcec6cd8a0a633017a767f248dd8a3057080a96abf1024239013d7a458,0x9d0f9d0eee0212471b49a704d058f7ecbd7b8dcead8f97390056112f28f6f35c,2025-09-18T10:05:11.274,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0xc3599317edf035c40e8cc689cee0cdf904034aa4,null,0,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,0xea525e756f203f3d8eee2279d76aa6a44df77a1a1bf514faa62c301847d1eee4,0xdf684bf11aeaeaa4392c5fe743073b0128be7764fe9fc89800d2319f79e4effd,2025-09-18T09:55:25.702,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0xc3599317edf035c40e8cc689cee0cdf904034aa4,null,0,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,affa887d-b7d4-4868-9dae-8e52049dbc10,0x8cb3e4ed46bf02c56cffc8e1137ee459712369f390f294210804213a250904aa,2025-10-12T01:07:07.203,mined,0x834da5f99156939bf37a7e90bcba41458166b012,0xc3599317edf035c40e8cc689cee0cdf904034aa4,Worldcoin,3.202449,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0xd8621e7975a363b215403f834639b940073a6c337c1ae743986ea2337d5ccacb,0x109fa4bdeb8dcdd24c5bae5490ed82b49f64f79d150b2a470f3f2ded071f6325,2025-09-20T14:03:35.546,mined,0x5c1d4ac802413f30a102146d735b1722f103277c,0xc3599317edf035c40e8cc689cee0cdf904034aa4,AxoloCong,1,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x32dd02e1e9ab044138d28512c8d209102d6f08a5346b985b41f8e7635cfababa,0x17d6eefeba17188dc432a479be7342479d24444821ab23fa8a5245952328591d,2025-10-01T20:06:00.205,mined,null,0xc3599317edf035c40e8cc689cee0cdf904034aa4,Umani,200,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0xb8d251bb32cb479981819293c11f6154f0a1202e38b12e8442509e211325938c,0xb48f4a4e068663fd43a7e89735e0d89289970befe73084056f16210dfc3a6b2a,2025-10-01T20:17:01.271,mined,0x091ad9e2e6e5ed44c1c66db50e49a601f9f36cf6,0xc3599317edf035c40e8cc689cee0cdf904034aa4,Human Unique Bridge,1,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x0d73970d3818600438641bb70372caaf13ad7a42415bd88fc6bb1af1150c936a,0x481c2edbfed4fd4ddf62aafe5648119e09e00bb19276525c5be5b3ca2f47e76b,2025-10-01T15:49:42.927,mined,0xd93f185c84e66771cafc885aaf43fa0d4ed27612,0xc3599317edf035c40e8cc689cee0cdf904034aa4,Ring,1,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x3134afd50a621b23739b97d7a0ea8cae328e8db24311fcb257df642433376436,0xf4b85cc4afd3148c279946e1931f8ace38ada3d7f74709bf2d37efcab29b6d11,2025-10-01T23:14:23.261,mined,0x2cfc85d8e48f8eab294be644d9e25c3030863003,0xc3599317edf035c40e8cc689cee0cdf904034aa4,Worldcoin,0.0068082094,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x61900843c57fd9f971f606a4298d9651f9cfa5a39384540bb5b6b3dfac31b498,0x01d6efb2a333eff00e21e8ee526514f46d03093d4e56b2d541f1568bb83df0a7,2025-09-23T15:32:20.692,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0x000000000000000000000000000000000000dead,Teamthai,7146.4979258564,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,0x6008d0b4a83fe201f03670101b1ff716ac13ab0029f87ff9098cad79e38b654b,0x7a6686fee5307b9c84fd1b5420c962c7f82f2bca9b1dc2452b295646b0322794,2025-09-23T15:41:03.570,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,null,Gems,10,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,0xaec7975c43703154901c10b37b8c5661370dc096294e0a8b5acddc7d72d757ed,0xdf55ecfa879d0183b9320a3681e89621412d5c925e9e4e89d81b718ce1375b16,2025-09-23T16:20:42.063,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0xc3599317edf035c40e8cc689cee0cdf904034aa4,Mining Power NFT,0,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,0x8bb015a8b03b59fe1822af3060451e70ede0ada6ba1384268c58e3696463d64d,0x47dd368f475f24a4c111c333e621c3b539125eb9c35dfe7e1434207995d8c5e2,2025-09-23T16:39:22.137,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0x000000000022d473030f116ddee9f6b43ac78ba3,Destinity Will Door,11,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,0x43f94ba711117d7dd9623db0fd87b6dfa60175050a461d6597b6f8721cdbcde9,0x5496c39e259b7265b08cf60fbc8ba0af8dbed546712dc8d19cc0344afc38445b,2025-08-15T02:51:28.402,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0x0000000000000000000000000000000000000000,USDC,0.195931,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,0xff382078fd663d11cf3e712b937068f7275a570aa5f6b656d5af6eb8b4742a06,0xce447b3f841d06eff53aac22800d328b4dc00771b11545d052dd6dcd3bea7280,2025-08-15T02:55:53.651,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0xc3599317edf035c40e8cc689cee0cdf904034aa4,null,0,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,0x1bd38639385c1edba19bb040cdab89c468f2b50966db6aec4f81b7bf6510e1f8,0xeffb11f6447a2da4a7ebf5aef3aee5213e03777713e8845d31810c3034ed05fc,2025-09-20T05:45:19.582,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0xc3599317edf035c40e8cc689cee0cdf904034aa4,null,0,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0x30ed4903bb20a07220417464df7c9809c1fe07aac11730d9f03b1a63e5a09193,0x5012b58b4d21049b21d0f4361c1de2a9236b6fc4a8302be4d4eac4bf6fae78ac,2025-09-23T15:58:29.026,mined,0x834a73c0a83f3bce349a116ffb2a4c2d1c651e45,0xc3599317edf035c40e8cc689cee0cdf904034aa4,TPulseFi,1,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0xc21cffe814381a02606082e03514188c2ea2f34c3201acb87f13feb3790b0fa9,0x0b8087f15ff4776feb1794370c4cb59145cb3a3332b3393cd0fca5321c3d30e1,2025-09-23T15:54:25.875,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0xc3599317edf035c40e8cc689cee0cdf904034aa4,null,0,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0xab97384ac418c09596f12ede9493ae9cb542622ec5be3fb54d4c3347e7e52c51,0xf34eebd7b3a6a298d4ef3b4ef19264dc2c1be471fa61dba1299a44432c8bbe17,2025-10-01T08:15:22.503,mined,0xcd1e32b86953d79a6ac58e813d2ea7a1790cab63,0xc3599317edf035c40e8cc689cee0cdf904034aa4,ORO,10,worldchain,received
96e399ba-d781-49fd-a775-b4907f6b3a72,0xdc3a176632b58d269b1c7ffb4cd924ef8ebcf7b5cf2fe54593364993452b0cbc,0x7e86371dcc8e999ed47e90eb4365b4684b2f54e30b913982576d7cbd9c745378,2025-09-30T06:17:28.905,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0x2cfc85d8e48f8eab294be644d9e25c3030863003,THAILAND,5275.39788,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,0x745145969e897c37da33c75cd4a9420a20ac079fb07a2a8c6e8cfdd1012ba6aa,0x0a4cf9050cf47c0da21dcd8b2949adb724cbb625b9887ae7469bd2440274c180,2025-09-18T10:08:38.269,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0xc3599317edf035c40e8cc689cee0cdf904034aa4,null,0,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,0xbd6807867e43e6af397f2d917cca28a52a9347c627d36aac09a2ef8a8ec0446c,0x52e7459956315b6d82955c34a9238352653c427ac305703b6b688ed7faa35f02,2025-09-10T02:37:35.450,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0x2cfc85d8e48f8eab294be644d9e25c3030863003,Worldcoin,0.3,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,0x1799615987476875b187194f9b16e62f8010d799e266c86c0045f463646458ff,0x9da80ae5489ac9157a0c8a42f3554d31777d4d5b816ca30fd293e8e48c569e90,2025-09-10T02:44:45.728,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0x0000000000000000000000000000000000000000,Worldcoin,0.0270197324,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,0x2b05fdac46503bab907f78454ccd9b0bceb71f8e1952b3f29910573856026d76,0x400a380de315bceaa210ec189e3d02b9d66f7096bf58d3536a686b3d31fa6dff,2025-09-10T02:31:57.250,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0x02371da6173cf95623da4189e68912233cc7107c,CASH,1,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,0xfcfd620b62d0b5c70ffb30869626b58cebe145216c5bf08d9b1ab3cc44c53d1d,0xad994d8523d05c1b61816ea2571b3015fd1e1fdfafa075a01acf15b9960580e6,2025-09-10T02:46:45.587,mined,0xc3599317edf035c40e8cc689cee0cdf904034aa4,0x0000000000000000000000000000000000000000,Re7 WLD,0.7539710278,worldchain,sent
96e399ba-d781-49fd-a775-b4907f6b3a72,0x2a5ebc51ba1bba23a0e210fdcbd378b911ce89925c3246432718f901a30106fd,0x20c75154d7bef5ad7ce506151b1eb031cc1fafc47eec38ca621bc0054ff5c169,2025-09-10T09:05:17.865,mined,0xa29b7a179adc80d628cc5a7c7a181920c2325762,0xc3599317edf035c40e8cc689cee0cdf904034aa4,President Axo,1,worldchain,received
